ts,machine_id,type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,vibration_mms,current_a,humidity_pct,machine_failure,collected_at
2024-01-06 19:54:00,CNC-02,M,299.4868115564378,313.2521702713246,2291.864711278438,0.0,47.406776831606955,2.950274281719346,11.34570774319671,51.82135736980113,0,2026-08-25 06:31:46
2024-01-06 17:29:00,CNC-03,H,297.3963369362502,310.8569064342038,1897.6460394673377,33.29706619238124,19.160677260816485,2.602453965731165,11.74477807296166,62.572143585086174,0,2026-08-25 06:31:46
2024-01-06 10:23:00,CNC-03,H,294.57268399113633,308.5659224311461,1326.516276345813,51.287518983253115,93.68106934232145,1.9323548627067477,12.422988626219187,62.329220342138825,0,2026-08-25 06:31:46
2024-01-06 01:00:32,CNC-02,M,298.36183481360865,310.4784575209794,2693.3099767672634,17.17096064952356,94.04312589556295,3.279191643708326,8.837277014397273,58.97164508865659,0,2026-08-25 06:31:46
2024-01-06 07:50:00,CNC-01,L,296.1128130738057,310.68328029139013,1752.1390787201938,40.530017752002735,150.28738821161463,2.653106637688254,13.422587005438157,55.192644750797996,0,2026-08-25 06:31:46
2024-01-06 16:11:00,CNC-03,H,297.26402117176053,311.73757458520925,1675.9358522285213,42.59755885601991,131.62293308310694,2.4395051639918237,13.162126406967475,53.98793239761161,0,2026-08-25 06:31:46
2024-01-06 15:08:00,CNC-01,L,297.83189303285036,313.2743975811224,1829.7588354440595,46.29996101897311,137.4070104555381,2.6417853665065,15.730702391937548,57.02671193079959,0,2026-08-25 06:31:46
2024-01-06 01:53:24,CNC-03,H,297.6115932793555,310.14785488270775,2803.8506645793195,16.578210686613442,153.9342309370538,3.5215638895121804,8.79382433430731,52.41466447901142,0,2026-08-25 06:31:46
2024-01-06 18:47:00,CNC-02,M,299.21433068693995,313.72015322611736,2142.873315772192,31.975477131678385,204.2825247592625,3.4225474614978153,13.128296807087242,56.089485663257356,0,2026-08-25 06:31:46
2024-01-06 12:22:00,CNC-01,L,302.18651350821796,310.3267527639649,1361.402090698049,51.799127485912344,109.68217126683126,2.165363104030612,13.083240137268094,45.74244056194026,1,2026-08-25 06:31:46
2024-01-06 00:37:00,CNC-02,M,298.764750138389,311.1895968613217,2715.104470591566,18.283767126218287,67.10119196268597,3.164571230435734,9.486905895536873,52.215145745763536,0,2026-08-25 06:31:46
2024-01-06 12:04:00,CNC-02,M,296.47274476188636,310.6156128896353,1400.9244178297306,50.72714963094451,46.131546109410564,2.0014203188249184,13.342634841735697,63.210036454298915,0,2026-08-25 06:31:46
2024-01-06 18:36:00,CNC-03,H,297.86613681527405,312.3838634869639,2202.285147114741,33.590513429360904,108.19775983516193,2.788172682439798,13.796564651679052,53.476023153680785,0,2026-08-25 06:31:46
2024-01-06 03:35:41,CNC-01,L,297.21362870426003,309.7214139988964,2460.820744190427,20.430707421511134,47.41970955507642,2.9520927771687084,9.380401860937669,,0,2026-08-25 06:31:46
2024-01-06 15:40:00,CNC-02,M,303.69322681079836,312.3400323949756,1525.2024593530894,47.03591845776186,155.63943809185582,2.469727574557096,13.53027334684725,46.23103154558496,0,2026-08-25 06:31:46
2024-01-06 10:44:00,CNC-03,H,295.0741883963575,309.66031833658195,,51.73921495042187,126.71823140549958,2.230631761331439,13.774089891218281,65.52071519683989,0,2026-08-25 06:31:46
2024-01-06 02:19:00,CNC-03,H,,310.87274646991307,2626.86858407641,21.08071407645431,181.58571554079202,3.549442600018203,10.24705611689391,0.0,0,2026-08-25 06:31:46
2024-01-06 07:53:00,CNC-02,M,295.8503049024741,310.540763028305,1694.2733980972862,44.103265175575395,154.7463519846691,2.639841600874549,14.096994077126707,58.6632081963425,0,2026-08-25 06:31:46
2024-01-06 17:36:00,CNC-01,L,299.1563469437372,313.0844548197799,2186.623207369165,29.757778726653754,109.15462814070827,2.9422928844839995,12.10185199981191,52.64867683013618,0,2026-08-25 06:31:46
2024-01-06 14:19:00,CNC-03,H,296.45550131417855,311.1358864456961,1382.7878541961054,51.02838551534935,206.2874339039967,2.5761006180353743,13.244709619592655,52.713794914095466,0,2026-08-25 06:31:46
2024-01-06 12:15:00,CNC-03,H,295.6907202203005,309.38538542196375,1352.1603564009522,51.84138353307283,11.156922524825609,2.0158665717841435,12.930880364532714,59.263076496820666,0,2026-08-25 06:31:46
2024-01-06 10:52:00,CNC-02,M,296.4235986524565,311.03468309687713,1337.4101784563013,51.5248995867199,189.18323321917902,2.6293067536639008,12.78951424897804,59.054683966087346,0,2026-08-25 06:31:46
2024-01-06 01:18:00,CNC-03,H,298.251407825132,311.0791054437925,2732.1277385360104,19.18315003512028,114.51664663333385,3.417370348486555,10.040876877298402,57.51068672982655,0,2026-08-25 06:31:46
2024-01-06 20:41:00,CNC-01,L,300.0951336636126,312.5071269894207,2524.1415817312118,17.614601051836342,134.29951551346642,3.2388762848898063,8.246875572280285,50.049751215131685,0,2026-08-25 06:31:46
2024-01-06 00:26:00,CNC-01,L,298.5737755758819,309.8668428753079,2716.3298589869896,208.4768136299231,49.30340616031279,3.201607167229886,6.665170477762413,51.047366596314305,0,2026-08-25 06:31:46
2024-01-06 03:57:00,CNC-03,H,296.2535901028884,309.4411453952481,2404.360128249123,25.09955807150173,72.99077320264374,2.988985357608192,11.29653027565216,60.34434065020977,0,2026-08-25 06:31:46
2024-01-06 07:50:00,CNC-03,H,294.6057797360608,,,44.98516153191367,111.53290210231434,2.512828683557164,14.541266371928396,56.335186834938064,0,2026-08-25 06:31:46
2024-01-06 22:41:00,CNC-03,H,302.92956706624057,309.57811268429407,2595.3834140604295,18.530838453316555,129.64797630706147,3.300039906496742,9.160563320456374,45.85251208721564,0,2026-08-25 06:31:46
2024-01-06 18:17:00,CNC-02,M,299.51616156713214,314.22052844507766,2049.6688079012774,33.795668406882676,165.52843503360174,28.827652403849775,12.978975030050941,49.918689206158504,0,2026-08-25 06:31:46
2024-01-06 19:27:00,CNC-03,H,298.0604678705835,312.24070303688956,2424.598780765709,27.137701715511728,171.96360264108114,3.245991727960141,12.256574963651154,58.95476263987804,0,2026-08-25 06:31:46
